,playerID,nameFirst,nameLast,yearID,G,AB,R,H,2B,3B,HR,RBI,BB,BA,TOTB,SLG,OBP,OPS,RBI/AB,HR/G,R/G,BABIP,Cluster,Total
15858,musiast01,Stan,Musial,1949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
15240,nichobi01,Bill,Nicholson,1943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
32443,kentje01,Jeff,Kent,2000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
12101,gehrilo01,Lou,Gehrig,1928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
29663,clarkwi02,Will,Clark,1989,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
20489,willibi01,Billy,Williams,1972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
13796,greenha01,Hank,Greenberg,1937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
9597,kauffbe01,Benny,Kauff,1914,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
34957,heltoto01,Todd,Helton,2003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
20156,santoro01,Ron,Santo,1964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
12103,gehrilo01,Lou,Gehrig,1930,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
40294,troutmi01,Mike,Trout,2013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
15857,musiast01,Stan,Musial,1948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
20490,willibi02,Billy,Williams,1972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
15860,musiast01,Stan,Musial,1951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
15336,willite01,Ted,Williams,1946,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
12100,gehrilo01,Lou,Gehrig,1927,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
15793,holmeto01,Tommy,Holmes,1945,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
20447,torrejo01,Joe,Torre,1971,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,17
21262,allendi01,Dick,Allen,1964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,17
7195,cobbty01,Ty,Cobb,1917,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17
35047,leede02,Derrek,Lee,2005,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
2993,whitebi01,Bill,White,1963,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,17
2994,whitebi02,Bill,White,1963,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,17
2996,whitebi04,Bill,White,1963,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,17
18396,aaronha01,Hank,Aaron,1959,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,17
40352,blackch02,Charlie,Blackmon,2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,17
15863,musiast01,Stan,Musial,1954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,17
226,mcveyca01,Cal,McVey,1875,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,17
35108,ordonma01,Magglio,Ordonez,2007,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
38532,braunry02,Ryan,Braun,2012,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
10014,sislege01,George,Sisler,1920,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,17
7187,cobbty01,Ty,Cobb,1909,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,17
38531,braunry01,Ryan,Braun,2012,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
40295,troutmi01,Mike,Trout,2014,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,17
21936,perezto01,Tony,Perez,1970,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
13795,greenha01,Hank,Greenberg,1935,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17
17823,mayswi01,Willie,Mays,1958,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,17
15862,musiast01,Stan,Musial,1953,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,17
19112,robinfr02,Frank,Robinson,1962,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
40101,goldspa01,Paul,Goldschmidt,2015,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
31138,martied01,Edgar,Martinez,1995,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
37239,bayja01,Jason,Bay,2005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,17
7040,mageesh01,Sherry,Magee,1910,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17
14977,slaugen01,Enos,Slaughter,1942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,17
40080,freemfr01,Freddie,Freeman,2016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,17
29646,cansejo01,Jose,Canseco,1988,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
2995,whitebi03,Bill,White,1963,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,17
3667,delahed01,Ed,Delahanty,1899,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
29,ansonca01,Cap,Anson,1884,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
17946,thomafr04,Frank,Thomas,1991,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
17947,thomafr03,Frank,Thomas,1992,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
17948,thomafr04,Frank,Thomas,1992,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
17180,snidedu01,Duke,Snider,1954,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17
31815,gonzalu02,Luis,Gonzalez,2001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,17
40905,yelicch01,Christian,Yelich,2018,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17
33028,salmoti01,Tim,Salmon,1995,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
15332,willite01,Ted,Williams,1939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,17
6185,williji99,Jimmy,Williams,1899,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,17
6184,williji01,Jimmy,Williams,1899,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,17
38222,kempma01,Matt,Kemp,2011,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
37756,gonzaad01,Adrian,Gonzalez,2011,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
36306,pujolal01,Albert,Pujols,2003,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
34954,heltoto01,Todd,Helton,2000,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
31814,gonzalu01,Luis,Gonzalez,2001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,17
36861,cabremi01,Miguel,Cabrera,2005,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
15339,willite01,Ted,Williams,1949,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
37364,hollima01,Matt,Holliday,2007,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,17
36867,cabremi01,Miguel,Cabrera,2011,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
26912,murphda05,Dale,Murphy,1985,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
39288,vottojo01,Joey,Votto,2011,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
10139,hornsro01,Rogers,Hornsby,1929,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
15855,musiast01,Stan,Musial,1946,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,17
5754,wagneho01,Honus,Wagner,1908,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17
10132,hornsro01,Rogers,Hornsby,1922,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17
17945,thomafr03,Frank,Thomas,1991,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
15337,willite01,Ted,Williams,1947,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17
5809,flickel01,Elmer,Flick,1900,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17
14560,mizejo01,Johnny,Mize,1939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,17
36870,cabremi01,Miguel,Cabrera,2014,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,17
12898,averiea01,Earl,Averill,1931,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
13672,medwijo01,Joe,Medwick,1937,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,16
12293,hermaba01,Babe,Herman,1930,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,2,16
225,mcveyca01,Cal,McVey,1874,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,16
13670,medwijo01,Joe,Medwick,1935,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,16
36308,pujolal01,Albert,Pujols,2005,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
18535,kalinal01,Al,Kaline,1955,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,16
7976,speaktr01,Tris,Speaker,1923,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
25188,brettge01,George,Brett,1988,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
20159,santoro01,Ron,Santo,1967,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,16
8038,bakerfr01,Home Run,Baker,1913,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,16
1416,richaha01,Hardy,Richardson,1890,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,16
40633,arenano01,Nolan,Arenado,2018,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
12899,averiea02,Earl,Averill,1931,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
37207,teixema01,Mark,Teixeira,2008,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
10261,ruthba01,Babe,Ruth,1921,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
10264,ruthba01,Babe,Ruth,1924,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,16
40166,martijd02,J. D.,Martinez,2018,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,16
33124,delgaca01,Carlos,Delgado,2000,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,16
1020,kellyki01,King,Kelly,1884,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,16
10263,ruthba01,Babe,Ruth,1923,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
36313,pujolal01,Albert,Pujols,2010,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
29662,clarkwi02,Will,Clark,1988,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,16
11977,terrybi01,Bill,Terry,1930,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,2,16
21428,hartji01,Jim Ray,Hart,1967,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,16
6039,donlimi01,Mike,Donlin,1905,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,16
17578,irvinmo01,Monte,Irvin,1951,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,2,16
12394,wanerpa01,Paul,Waner,1927,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,2,16
1133,broutda01,Dan,Brouthers,1882,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
5751,wagneho01,Honus,Wagner,1905,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
12747,kleinch01,Chuck,Klein,1932,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,16
25102,winfida01,Dave,Winfield,1979,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,2,16
23209,murcebo01,Bobby,Murcer,1971,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
1768,brownpe01,Pete,Browning,1887,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,2,16
23210,murcebo01,Bobby,Murcer,1972,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,2,16
5755,wagneho01,Honus,Wagner,1909,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
18723,clemero01,Roberto,Clemente,1967,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,16
32218,aloumo01,Moises,Alou,1998,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,2,16
1538,reilljo01,John,Reilly,1884,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,16
31628,walkela01,Larry,Walker,1997,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,16
7967,speaktr01,Tris,Speaker,1914,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,2,16
1542,reilljo01,John,Reilly,1888,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,16
37367,hollima01,Matt,Holliday,2010,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
35755,berkmla01,Lance,Berkman,2001,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,16
850,jonesch01,Charley,Jones,1879,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
9420,veachbo01,Bobby,Veach,1917,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,16
25606,yountro01,Robin,Yount,1989,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,2,16
30933,belleal01,Albert,Belle,1998,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
19734,cashno01,Norm,Cash,1961,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
20511,yastrca01,Carl,Yastrzemski,1967,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
34955,heltoto01,Todd,Helton,2001,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
34565,guerrvl01,Vladimir,Guerrero,2002,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
15333,willite01,Ted,Williams,1940,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
7372,stonege02,George,Stone,1906,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,2,16
7371,stonege01,George,Stone,1906,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,2,16
13854,johnsbo04,Bob,Johnson,1939,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
13853,johnsbo03,Bob,Johnson,1939,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
7965,speaktr01,Tris,Speaker,1912,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,2,16
38530,braunry02,Ryan,Braun,2011,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,16
38529,braunry01,Ryan,Braun,2011,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,16
38526,braunry02,Ryan,Braun,2009,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,16
38525,braunry01,Ryan,Braun,2009,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,16
17828,mayswi01,Willie,Mays,1963,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,16
17822,mayswi01,Willie,Mays,1957,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,16
21270,allendi01,Dick,Allen,1972,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
17820,mayswi01,Willie,Mays,1955,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,2,16
9570,heilmha01,Harry,Heilmann,1923,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
40104,goldspa01,Paul,Goldschmidt,2018,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,2,16
10137,hornsro01,Rogers,Hornsby,1927,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,16
40099,goldspa01,Paul,Goldschmidt,2013,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
9568,heilmha01,Harry,Heilmann,1921,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,16
12110,gehrilo01,Lou,Gehrig,1937,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,16
28150,gilesbr01,Brian,Giles,2000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,16
28151,gilesbr02,Brian,Giles,2000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,16
30355,palmera01,Rafael,Palmeiro,1991,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,2,16
37591,wrighda03,David,Wright,2007,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,2,16
28152,gilesbr01,Brian,Giles,2001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,2,16
28153,gilesbr02,Brian,Giles,2001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,2,16
13851,johnsbo01,Bob,Johnson,1939,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
13852,johnsbo02,Bob,Johnson,1939,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
11954,simmoal01,Al,Simmons,1925,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,16
5712,seymocy01,Cy,Seymour,1905,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,16
36304,pujolal01,Albert,Pujols,2001,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
1584,stoveha01,Harry,Stovey,1884,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,16
7189,cobbty01,Ty,Cobb,1911,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,16
15853,musiast01,Stan,Musial,1943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,16
31228,sosasa01,Sammy,Sosa,2001,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,16
15864,musiast01,Stan,Musial,1955,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
14473,dimagjo01,Joe,DiMaggio,1941,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
32130,vaughmo01,Mo,Vaughn,1996,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,16
17964,thomafr04,Frank,Thomas,2000,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
40296,troutmi01,Mike,Trout,2015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,2,16
24960,parkeda01,Dave,Parker,1978,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,16
10131,hornsro01,Rogers,Hornsby,1921,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
31227,sosasa01,Sammy,Sosa,2000,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,16
40297,troutmi01,Mike,Trout,2016,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,16
18400,aaronha01,Hank,Aaron,1963,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
7193,cobbty01,Ty,Cobb,1915,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,2,16
3669,delahed01,Ed,Delahanty,1901,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
17179,snidedu01,Duke,Snider,1953,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,16
39451,mccutan01,Andrew,McCutchen,2012,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,16
17963,thomafr03,Frank,Thomas,2000,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
33883,rodrial01,Alex,Rodriguez,2005,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,16
36868,cabremi01,Miguel,Cabrera,2012,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,16
16853,robinja02,Jackie,Robinson,1949,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,2,16
36863,cabremi01,Miguel,Cabrera,2007,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,16
3664,delahed01,Ed,Delahanty,1896,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
15155,kellech01,Charlie,Keller,1946,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,16
12104,gehrilo01,Lou,Gehrig,1931,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,2,16
3670,delahed01,Ed,Delahanty,1902,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
33,ansonca01,Cap,Anson,1888,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
12099,gehrilo01,Lou,Gehrig,1926,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,16
7188,cobbty01,Ty,Cobb,1910,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
45,barnero01,Ross,Barnes,1873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,16
13358,colliri02,Ripper,Collins,1934,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,2,15
12745,kleinch01,Chuck,Klein,1930,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,2,15
14198,troskha01,Hal,Trosky,1934,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,2,15
1138,broutda01,Dan,Brouthers,1887,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,15
1137,broutda01,Dan,Brouthers,1886,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,15
41076,ramirjo01,Jose,Ramirez,2018,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,2,15
40408,donaljo02,Josh,Donaldson,2016,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,15
14199,troskha02,Hal,Trosky,1934,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,2,15
1135,broutda01,Dan,Brouthers,1884,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,15
32129,vaughmo01,Mo,Vaughn,1995,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,2,15
25111,winfida01,Dave,Winfield,1988,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15
41077,ramirjo02,Jose,Ramirez,2018,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,2,15
13874,johnsbo04,Bob,Johnson,1944,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15
18722,clemero01,Roberto,Clemente,1966,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,15
13873,johnsbo03,Bob,Johnson,1944,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15
13872,johnsbo02,Bob,Johnson,1944,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15
35762,berkmla01,Lance,Berkman,2008,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,15
1766,brownpe01,Pete,Browning,1885,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,15
6014,crawfsa01,Sam,Crawford,1911,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,2,15
6011,crawfsa01,Sam,Crawford,1908,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,15
13871,johnsbo01,Bob,Johnson,1944,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15
17957,thomafr03,Frank,Thomas,1997,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15
5753,wagneho01,Honus,Wagner,1907,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,15
37668,canoro01,Robinson,Cano,2010,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,2,15
31542,olerujo01,John,Olerud,1993,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,2,15
40939,bettsmo01,Mookie,Betts,2018,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,15
19421,cepedor01,Orlando,Cepeda,1967,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15
7037,mageesh01,Sherry,Magee,1907,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,15
5493,lajoina01,Nap,Lajoie,1904,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,15
22629,smithre06,Reggie,Smith,1974,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,15
37592,wrighda03,David,Wright,2008,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,2,15
33312,ramirma02,Manny,Ramirez,1999,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15
12464,foxxji01,Jimmie,Foxx,1932,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,15
23930,evansda01,Darrell,Evans,1973,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,2,15
