,playerID,nameFirst,nameLast,yearID,G,AB,R,H,2B,3B,HR,RBI,BB,BA,TOTB,SLG,OBP,OPS,RBI/AB,HR/G,R/G,BABIP,Cluster,Total
28268,johnsho01,Howard,Johnson,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27667,whitter01,Ernie,Whitt,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29085,pettiga01,Gary,Pettis,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29072,pendlte01,Terry,Pendleton,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29343,gagnegr01,Greg,Gagne,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27336,simpsjo01,Joe,Simpson,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27344,thompsc01,Scot,Thompson,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28770,redusga01,Gary,Redus,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26970,pujollu01,Luis,Pujols,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27932,saxst01,Steve,Sax,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26969,pujollu01,Luis,Pujols,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27343,thompsc01,Scot,Thompson,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28421,slaugdo01,Don,Slaught,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27662,whitter01,Ernie,Whitt,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26971,reverda01,Dave,Revering,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29703,galaran01,Andres,Galarraga,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29968,stillku01,Kurt,Stillwell,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29969,stillku01,Kurt,Stillwell,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29970,stillku01,Kurt,Stillwell,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29702,galaran01,Andres,Galarraga,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28811,vanslan01,Andy,Van Slyke,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27342,straijo01,Joe,Strain,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27341,straijo01,Joe,Strain,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29344,gagnegr01,Greg,Gagne,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27339,simpsjo01,Joe,Simpson,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27337,simpsjo01,Joe,Simpson,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28472,anderda01,Dave,Anderson,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28473,anderda02,Dave,Anderson,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26978,sextoji01,Jimmy,Sexton,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26977,sextoji01,Jimmy,Sexton,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27338,simpsjo01,Joe,Simpson,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26976,richajr01,J. R.,Richard,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27340,simpsjo01,Joe,Simpson,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26975,reverda01,Dave,Revering,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26974,reverda01,Dave,Revering,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27663,whitter01,Ernie,Whitt,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27927,rayjo01,Johnny,Ray,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26972,reverda01,Dave,Revering,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27928,saxst01,Steve,Sax,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29377,howelja02,Jack,Howell,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,addybo01,Bob,Addy,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30242,magadda01,Dave,Magadan,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37742,gomesjo01,Jonny,Gomes,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37778,hardyjj01,J. J.,Hardy,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37777,grandcu01,Curtis,Granderson,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37772,grandcu01,Curtis,Granderson,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37764,grandcu01,Curtis,Granderson,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37763,gonzaad01,Adrian,Gonzalez,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37762,gonzaad01,Adrian,Gonzalez,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37750,gonzaad01,Adrian,Gonzalez,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37749,gomesjo01,Jonny,Gomes,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37748,gomesjo01,Jonny,Gomes,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37745,gomesjo01,Jonny,Gomes,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37741,gomesjo01,Jonny,Gomes,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37711,encared01,Edwin,Encarnacion,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37740,gomesjo01,Jonny,Gomes,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37738,gathrjo01,Joey,Gathright,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37737,gathrjo01,Joey,Gathright,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37736,gathrjo01,Joey,Gathright,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37735,gathrjo01,Joey,Gathright,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37734,francje02,Jeff,Francoeur,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37733,francje02,Jeff,Francoeur,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37732,francje02,Jeff,Francoeur,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37729,francje02,Jeff,Francoeur,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37714,encared01,Edwin,Encarnacion,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37779,hardyjj01,J. J.,Hardy,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37782,hardyjj01,J. J.,Hardy,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37783,hardyjj01,J. J.,Hardy,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37787,hardyjj01,J. J.,Hardy,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37833,johnske05,Kelly,Johnson,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37832,johnske05,Kelly,Johnson,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37828,johnske05,Kelly,Johnson,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37825,johnske05,Kelly,Johnson,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37822,johnsda06,Dan,Johnson,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37821,johnsda06,Dan,Johnson,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37820,iguchta01,Tadahito,Iguchi,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37819,iguchta01,Tadahito,Iguchi,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37804,hollida02,Damon,Hollins,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37803,hollida02,Damon,Hollins,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37802,hillaa01,Aaron,Hill,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37801,hillaa01,Aaron,Hill,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37800,hillaa01,Aaron,Hill,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37799,hillaa01,Aaron,Hill,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37797,hillaa01,Aaron,Hill,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37794,hillaa01,Aaron,Hill,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37792,hillaa01,Aaron,Hill,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37791,hillaa01,Aaron,Hill,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37790,hardyjj01,J. J.,Hardy,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37789,hardyjj01,J. J.,Hardy,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37788,hardyjj01,J. J.,Hardy,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37712,encared01,Edwin,Encarnacion,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37710,encared01,Edwin,Encarnacion,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37626,barmecl01,Clint,Barmes,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37650,betemwi01,Wilson,Betemit,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37662,burkech01,Chris,Burke,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37661,burkech01,Chris,Burke,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37660,burkech01,Chris,Burke,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37659,burkech01,Chris,Burke,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37658,brunter01,Eric,Bruntlett,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37657,brunter01,Eric,Bruntlett,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37656,brunter01,Eric,Bruntlett,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37655,brunter01,Eric,Bruntlett,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37654,brunter01,Eric,Bruntlett,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37653,betemwi01,Wilson,Betemit,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37648,betemwi01,Wilson,Betemit,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37709,ellisja01,Jason,Ellison,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37646,betanyu01,Yuniesky,Betancourt,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37645,betanyu01,Yuniesky,Betancourt,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37643,betanyu01,Yuniesky,Betancourt,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37638,betanyu01,Yuniesky,Betancourt,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37636,bartlja01,Jason,Bartlett,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37634,bartlja01,Jason,Bartlett,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37631,bartlja01,Jason,Bartlett,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37630,barmecl01,Clint,Barmes,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37629,barmecl01,Clint,Barmes,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37628,barmecl01,Clint,Barmes,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37663,canoro01,Robinson,Cano,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37678,churcry01,Ryan,Church,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37680,churcry01,Ryan,Church,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37681,churcry01,Ryan,Church,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37707,duffych01,Chris,Duffy,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37706,duffych01,Chris,Duffy,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37704,duboija01,Jason,Dubois,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37703,doumiry01,Ryan,Doumit,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37702,doumiry01,Ryan,Doumit,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37699,doumiry01,Ryan,Doumit,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37698,doumiry01,Ryan,Doumit,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37696,doumiry01,Ryan,Doumit,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37695,doumiry01,Ryan,Doumit,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37694,doumiry01,Ryan,Doumit,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37693,dobbsgr01,Greg,Dobbs,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37692,dobbsgr01,Greg,Dobbs,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37691,dobbsgr01,Greg,Dobbs,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37690,dobbsgr01,Greg,Dobbs,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37689,dobbsgr01,Greg,Dobbs,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37688,dobbsgr01,Greg,Dobbs,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37687,dobbsgr01,Greg,Dobbs,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37686,dobbsgr01,Greg,Dobbs,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37684,diazvi01,Victor,Diaz,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37683,cotahu01,Humberto,Cota,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37682,churcry01,Ryan,Church,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37834,johnske05,Kelly,Johnson,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37835,johnske05,Kelly,Johnson,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37836,langery01,Ryan,Langerhans,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37925,rodrilu01,Luis,Rodriguez,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37939,sheltch01,Chris,Shelton,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37937,seabosc01,Scott,Seabol,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37936,sanchfr01,Freddy,Sanchez,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37935,sanchfr01,Freddy,Sanchez,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37934,sanchfr01,Freddy,Sanchez,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37930,sanchfr01,Freddy,Sanchez,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37929,rodrilu01,Luis,Rodriguez,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37928,rodrilu01,Luis,Rodriguez,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37927,rodrilu01,Luis,Rodriguez,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37926,rodrilu01,Luis,Rodriguez,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37924,rodrilu01,Luis,Rodriguez,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37837,langery01,Ryan,Langerhans,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37921,robleos01,Oscar,Robles,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37920,restomi01,Michael,Restovich,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37919,repkoja01,Jason,Repko,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37918,repkoja01,Jason,Repko,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37917,repkoja01,Jason,Repko,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37916,repkoja01,Jason,Repko,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37915,reedje03,Jeremy,Reed,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37914,reedje03,Jeremy,Reed,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37913,reedje03,Jeremy,Reed,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37912,reedje03,Jeremy,Reed,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37940,snydech02,Chris,Snyder,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37941,snydech02,Chris,Snyder,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37942,snydech02,Chris,Snyder,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37944,snydech02,Chris,Snyder,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37980,treanma01,Matt,Treanor,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37979,treanma01,Matt,Treanor,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37978,treanma01,Matt,Treanor,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37977,treanma01,Matt,Treanor,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37976,treanma01,Matt,Treanor,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37975,treanma01,Matt,Treanor,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37974,tiffete01,Terry,Tiffee,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37973,teahema01,Mark,Teahen,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37972,teahema01,Mark,Teahen,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37971,teahema01,Mark,Teahen,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37967,teahema01,Mark,Teahen,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37966,taverwi01,Willy,Taveras,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37965,taverwi01,Willy,Taveras,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37963,taverwi01,Willy,Taveras,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37961,swishni01,Nick,Swisher,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37960,swishni01,Nick,Swisher,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37951,swishni01,Nick,Swisher,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37950,sullico01,Cory,Sullivan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37949,sullico01,Cory,Sullivan,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37946,snydech02,Chris,Snyder,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37945,snydech02,Chris,Snyder,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37911,quintom01,Omar,Quintanilla,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37910,quintom01,Omar,Quintanilla,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37909,quintom01,Omar,Quintanilla,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37879,murtoma01,Matt,Murton,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37876,morsemi01,Mike,Morse,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37874,morsemi01,Mike,Morse,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37873,morsemi01,Mike,Morse,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37869,mcpheda01,Dallas,McPherson,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37868,mcpheda01,Dallas,McPherson,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37867,mclouna01,Nate,McLouth,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37865,mclouna01,Nate,McLouth,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37864,mclouna01,Nate,McLouth,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37863,mclouna01,Nate,McLouth,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37860,mclouna01,Nate,McLouth,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37859,mclouna01,Nate,McLouth,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37858,mclouna01,Nate,McLouth,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37857,mccanbr01,Brian,McCann,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37856,mccanbr01,Brian,McCann,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37855,mccanbr01,Brian,McCann,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37851,mccanbr01,Brian,McCann,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37844,mccanbr01,Brian,McCann,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37842,lindeto01,Todd,Linden,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37841,langery01,Ryan,Langerhans,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37840,langery01,Ryan,Langerhans,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37838,langery01,Ryan,Langerhans,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37878,murtoma01,Matt,Murton,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37880,navardi01,Dioner,Navarro,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37908,quintom01,Omar,Quintanilla,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37881,navardi01,Dioner,Navarro,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37907,puntoni01,Nick,Punto,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37906,puntoni01,Nick,Punto,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37905,puntoni01,Nick,Punto,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37903,puntoni01,Nick,Punto,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37902,puntoni01,Nick,Punto,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
